"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes"
"2009-036","2009-036-01","2009-036-01-01","2009-036-01-01-01",3/30/2010,1,"559 U.S. 314","130 S. Ct. 1382","176 L. Ed. 2d 249","2010 U.S. LEXIS 2925",2009,1703,"Roberts","08-1402","MARY BERGHUIS, WARDEN v. DIAPOLIS SMITH",1/20/2010,,27,,126,,1,,,0,82,,26,,0,12,4,2,1,4,0,1,0,0,10230,1,1,0,2,,2,217,"NA",109,111,1,9,0
"2009-037","2009-037-01","2009-037-01-01","2009-037-01-01-01",3/30/2010,1,"559 U.S. 280","130 S. Ct. 1396","176 L. Ed. 2d 225","2010 U.S. LEXIS 2927",2009,1703,"Roberts","08-304","GRAHAM COUNTY SOIL AND WATER CONSERVATION DISTRICT, et al. v. UNITED STATES ex rel. KAREN T. WILSON",11/30/2009,,5,38,9,38,1,,,0,100,,24,,0,2,5,2,1,4,0,1,0,0,80060,8,2,0,4,4,3,325,"NA",103,111,1,7,2
"2009-038","2009-038-01","2009-038-01-01","2009-038-01-01-01",3/23/2010,1,"559 U.S. 260","130 S. Ct. 1367","176 L. Ed. 2d 158","2010 U.S. LEXIS 2750",2009,1703,"Roberts","08-1134","UNITED STUDENT AID FUNDS, INC. v. FRANCISCO J. ESPINOSA",12/1/2009,,135,,138,,1,,,0,45,,29,,0,2,3,2,1,2,0,0,0,0,80030,8,2,0,4,4,3,307,"NA",108,111,1,9,0
"2009-039","2009-039-01","2009-039-01-01","2009-039-01-01-01",5/3/2010,1,"559 U.S. 799","130 S. Ct. 1845","176 L. Ed. 2d 703","2010 U.S. LEXIS 3676",2009,1703,"Roberts","08-1529","ESTHER HUI, et al. v. YANIRA CASTANEDA, AS PERSONAL REPRESENTATIVE OF THE ESTATE OF FRANCISCO CASTANEDA, et al.",3/2/2010,,106,,19,60,1,97,,0,48,,29,,0,2,2,2,1,4,0,1,0,0,80060,8,1,0,4,,6,600,"43-233",113,111,1,9,0
"2009-040","2009-040-01","2009-040-01-01","2009-040-01-01-01",5/3/2010,1,"559 U.S. 766","130 S. Ct. 1855","176 L. Ed. 2d 678","2010 U.S. LEXIS 3675",2009,1703,"Roberts","09-338","PAUL RENICO, WARDEN v. REGINALD LETT",3/29/2010,,27,,126,,1,,,0,81,,26,,1,11,2,2,1,4,0,1,0,0,10020,1,1,0,4,,3,341,"NA",111,111,1,6,3
"2009-041","2009-041-01","2009-041-01-01","2009-041-01-01-01",4/28/2010,1,"559 U.S. 700","130 S. Ct. 1803","176 L. Ed. 2d 634","2010 U.S. LEXIS 3674",2009,1703,"Roberts","08-472","KEN L. SALAZAR, SECRETARY OF THE INTERIOR, et al. v. FRANK BUONO",10/7/2009,,326,,13,60,1,,,0,48,,29,,0,12,2,2,1,4,0,1,0,0,30170,3,1,0,1,,2,203,"NA",106,111,1,5,4
"2009-042","2009-042-01","2009-042-01-01","2009-042-01-01-01",4/27/2010,1,"559 U.S. 662","130 S. Ct. 1758","176 L. Ed. 2d 605","2010 U.S. LEXIS 3672",2009,1703,"Roberts","08-1198","STOLT-NIELSEN S. A., et al. v. ANIMALFEEDS INTERNATIONAL CORP.",12/9/2009,,116,,234,,1,,,0,96,,22,,0,11,4,1,1,4,0,1,0,0,80160,8,2,0,4,,6,600,"9-1",112,111,1,5,3
"2009-043","2009-043-01","2009-043-01-01","2009-043-01-01-01",4/27/2010,1,"559 U.S. 633","130 S. Ct. 1784","176 L. Ed. 2d 582","2010 U.S. LEXIS 3671",2009,1703,"Roberts","08-905","MERCK & CO., INC., et al. v. RICHARD REYNOLDS et al.",11/30/2009,,143,,173,,1,,,0,92,,23,,1,2,4,2,1,2,0,0,0,0,80120,8,2,0,4,,3,365,"NA",110,111,1,9,0
"2009-044","2009-044-01","2009-044-01-01","2009-044-01-01-01",4/21/2010,1,"559 U.S. 573","130 S. Ct. 1605","176 L. Ed. 2d 519","2010 U.S. LEXIS 3480",2009,1703,"Roberts","08-1200","KAREN L. JERMAN v. CARLISLE, MCNELLIE, RINI, KRAMER & ULRICH LPA, et al.",1/13/2010,,195,,111,,1,,,0,103,,26,,0,2,2,1,1,4,0,1,0,0,20100,2,2,0,4,7,6,600,"15-1692",113,111,1,7,2
"2009-045","2009-045-01","2009-045-01-01","2009-045-01-01-01",4/21/2010,1,"559 U.S. 542","130 S. Ct. 1662","176 L. Ed. 2d 494","2010 U.S. LEXIS 3481",2009,1703,"Roberts","08-970","SONNY PERDUE, GOVERNOR OF GEORGIA, et al. v. KENNY A., BY HIS NEXT FRIEND LINDA WINN, et al.",10/14/2009,,19,13,129,,1,,,0,60,,31,,1,11,2,2,1,4,0,1,0,0,60010,6,1,0,4,,3,328,"NA",112,111,1,5,4
"2009-046","2009-046-01","2009-046-01-01","2009-046-01-01-01",4/21/2010,7,"559 U.S. 506","130 S. Ct. 1640","176 L. Ed. 2d 469","2010 U.S. LEXIS 3479",2009,1703,"Roberts","08-810","SALLY L. CONKRIGHT, et al. v. PAUL J. FROMMERT et al.",1/20/2010,,145,,151,,1,,,0,97,,22,,0,11,7,2,1,4,0,1,0,0,80090,8,1,0,4,,3,323,"NA",111,111,1,5,3
"2009-047","2009-047-01","2009-047-01-01","2009-047-01-01-01",4/20/2010,1,"559 U.S. 460","130 S. Ct. 1577","176 L. Ed. 2d 435","2010 U.S. LEXIS 3478",2009,1703,"Roberts","08-769","UNITED STATES v. ROBERT J. STEVENS",10/6/2009,,27,,126,,1,,,0,111,,23,,1,12,8,2,2,2,0,0,0,0,30010,3,2,0,1,,6,600,"18-48",111,111,1,8,1
"2009-048","2009-048-01","2009-048-01-01","2009-048-01-01-01",5/17/2010,1,"560 U.S. 1","130 S. Ct. 1983","176 L. Ed. 2d 789","2010 U.S. LEXIS 3880",2009,1703,"Roberts","08-645","TIMOTHY MARK CAMERON ABBOTT v. JACQUELYN VAYE ABBOTT",1/12/2010,,153,,188,,1,,,0,122,,25,,1,2,2,1,1,4,0,1,0,0,20170,2,2,0,4,,5,509,"NA",106,111,1,6,3
"2009-049","2009-049-01","2009-049-01-01","2009-049-01-01-01",5/17/2010,1,"560 U.S. 48","130 S. Ct. 2011","176 L. Ed. 2d 825","2010 U.S. LEXIS 3881",2009,1703,"Roberts","08-7412","TERRANCE JAMAR GRAHAM v. FLORIDA",11/9/2009,,175,,28,12,1,,,0,302,12,300,12,0,12,2,1,3,4,0,1,0,0,10140,1,2,0,2,,2,221,"NA",106,111,1,6,3
"2009-050","2009-050-01","2009-050-01-01","2009-050-01-01-01",5/17/2010,1,"560 U.S. 126","130 S. Ct. 1949","176 L. Ed. 2d 878","2010 U.S. LEXIS 3879",2009,1703,"Roberts","08-1224","UNITED STATES v. GRAYDON EARL COMSTOCK, JR., et al.",1/12/2010,,27,,169,,1,,,0,98,,24,,0,2,2,2,1,4,0,1,0,0,100120,10,2,0,1,,1,120,"NA",110,111,1,7,2
"2009-051","2009-051-01","2009-051-01-01","2009-051-01-01-01",5/17/2010,2,"560 U.S. 181","130 S. Ct. 2059","176 L. Ed. 2d 919","2010 U.S. LEXIS 3878",2009,1703,"Roberts","08-7621","JOE HARRIS SULLIVAN v. FLORIDA",,,175,,28,12,1,,,0,302,12,300,12,0,12,2,1,1,9,0,0,0,0,10140,1,1,0,3,,2,221,"NA",,111,1,9,0
"2009-052","2009-052-01","2009-052-01-01","2009-052-01-01-01",5/24/2010,1,"560 U.S. 183","130 S. Ct. 2201","176 L. Ed. 2d 947","2010 U.S. LEXIS 4166",2009,1703,"Roberts","08-661","AMERICAN NEEDLE, INC. v. NATIONAL FOOTBALL LEAGUE et al.",1/13/2010,,184,,216,,1,,,0,66,,27,,0,12,2,1,1,4,0,1,0,0,80010,8,2,0,4,,3,367,"NA",103,111,1,9,0
"2009-053","2009-053-01","2009-053-01-01","2009-053-01-01-01",5/24/2010,1,"560 U.S. 205","130 S. Ct. 2191","176 L. Ed. 2d 967","2010 U.S. LEXIS 4165",2009,1703,"Roberts","08-974","ARTHUR L. LEWIS, JR., et al. v. CITY OF CHICAGO, ILLINOIS",2/22/2010,,10,17,3,17,1,32,,0,66,,27,,0,12,3,1,1,4,0,1,0,0,20060,2,2,0,4,,3,384,"NA",105,111,1,9,0
"2009-054","2009-054-01","2009-054-01-01","2009-054-01-01-01",5/24/2010,1,"560 U.S. 218","130 S. Ct. 2169","176 L. Ed. 2d 979","2010 U.S. LEXIS 4167",2009,1703,"Roberts","08-1569","UNITED STATES v. MARTIN O'BRIEN AND ARTHUR BURGESS",2/23/2010,,27,,137,,1,,,0,80,,21,,0,12,2,2,1,2,0,0,0,0,10440,1,2,0,4,,6,600,"18-924",106,111,1,9,0
"2009-055","2009-055-01","2009-055-01-01","2009-055-01-01-01",5/24/2010,1,"560 U.S. 242","130 S. Ct. 2149","176 L. Ed. 2d 998","2010 U.S. LEXIS 4164",2009,1703,"Roberts","09-448","BRIDGET HARDT v. RELIANCE STANDARD LIFE INSURANCE COMPANY",4/26/2010,,154,,171,,1,,,0,126,,24,,0,2,8,1,1,4,0,1,0,0,60010,6,2,0,4,7,3,323,"NA",108,111,1,9,0
"2009-056","2009-056-01","2009-056-01-01","2009-056-01-01-01",5/24/2010,1,"560 U.S. 258","130 S. Ct. 2159","176 L. Ed. 2d 1012","2010 U.S. LEXIS 4163",2009,1703,"Roberts","08-1341","UNITED STATES v. GLENN MARCUS",2/24/2010,,27,,126,,1,,,0,94,,22,,0,11,5,2,1,4,0,1,0,0,10370,1,1,0,4,7,4,401,"NA",110,111,1,7,1
"2009-057","2009-057-01","2009-057-01-01","2009-057-01-01-01",5/24/2010,6,"560 U.S. 272","130 S. Ct. 2184","176 L. Ed. 2d 1024","2010 U.S. LEXIS 4169",2009,1703,"Roberts","08-6261","JOHN ROBERTSON v. UNITED STATES ex rel. WYKENNA WATSON",3/31/2010,,126,,27,,1,,,0,302,10,300,10,0,11,9,1,1,9,0,0,0,0,10080,1,1,0,3,,2,207,"NA",,103,1,5,4
"2009-058","2009-058-01","2009-058-01-01","2009-058-01-01-01",5/24/2010,2,"560 U.S. 284","130 S. Ct. 2217","176 L. Ed. 2d 1032","2010 U.S. LEXIS 4168",2009,1703,"Roberts","09-8852","LAWRENCE JOSEPH JEFFERSON v. STEPHEN UPTON, WARDEN",,,126,,28,13,1,,,0,60,,31,,1,12,3,1,1,5,0,1,0,0,10020,1,2,0,4,,3,341,"NA",,111,1,7,2
"2009-059","2009-059-01","2009-059-01-01","2009-059-01-01-01",6/1/2010,1,"560 U.S. 305","130 S. Ct. 2278","176 L. Ed. 2d 1047","2010 U.S. LEXIS 4378",2009,1703,"Roberts","08-1555","MOHAMED ALI SAMANTAR v. BASHE ABDI YOUSUF et al.",3/3/2010,,159,,106,,1,,,0,126,,24,,0,11,4,2,1,2,0,0,0,0,80070,8,2,0,4,,6,600,"28-1330",103,111,1,9,0
"2009-060","2009-060-01","2009-060-01-01","2009-060-01-01-01",6/1/2010,1,"560 U.S. 330","130 S. Ct. 2295","176 L. Ed. 2d 1070","2010 U.S. LEXIS 4381",2009,1703,"Roberts","132, Orig.","STATE OF ALABAMA, et al., PLAINTIFFS v. STATE OF NORTH CAROLINA.",1/11/2010,,28,1,28,38,9,,,0,,,,,0,12,,,1,2,0,0,0,0,80130,8,1,0,4,,5,510,"NA",105,103,1,6,3
"2009-061","2009-061-01","2009-061-01-01","2009-061-01-01-01",6/1/2010,1,"560 U.S. 370","130 S. Ct. 2250","176 L. Ed. 2d 1098","2010 U.S. LEXIS 4379",2009,1703,"Roberts","08-1470","MARY BERGHUIS, WARDEN v. VAN CHESTER THOMPKINS",3/1/2010,,28,27,126,,1,,,0,81,,26,,0,11,7,2,1,4,0,1,0,0,10100,1,1,0,2,,2,209,"NA",106,111,1,5,4
"2009-062","2009-062-01","2009-062-01-01","2009-062-01-01-01",6/1/2010,1,"560 U.S. 413","130 S. Ct. 2323","176 L. Ed. 2d 1131","2010 U.S. LEXIS 4380",2009,1703,"Roberts","09-223","RICHARD A. LEVIN, TAX COMMISSIONER OF OHIO v. COMMERCE ENERGY, INC., et al.",3/22/2010,,19,41,198,,1,,,0,104,,26,,0,2,4,2,1,4,0,1,0,0,100020,10,1,0,7,4,6,600,"28-1341",109,111,1,9,0
"2009-063","2009-063-01","2009-063-01-01","2009-063-01-01-01",6/1/2010,1,"560 U.S. 438","130 S. Ct. 2229","176 L. Ed. 2d 1152","2010 U.S. LEXIS 4551",2009,1703,"Roberts","08-1301","THOMAS CARR v. UNITED STATES",2/24/2010,,137,,27,,1,,,0,68,,27,,0,2,2,1,1,4,0,1,0,0,10570,1,2,0,4,,6,600,"18-2250",113,111,1,6,3
"2009-064","2009-064-01","2009-064-01-01","2009-064-01-01-01",6/7/2010,1,"560 U.S. 474","130 S. Ct. 2499","177 L. Ed. 2d 1","2010 U.S. LEXIS 4717",2009,1703,"Roberts","09-5201","MICHAEL GARY BARBER, et al. v. J. E. THOMAS, WARDEN",3/30/2010,,215,,27,,1,,,0,108,,29,,0,10,2,1,1,2,0,0,0,0,10560,1,1,0,4,,6,600,"18-3624",110,111,1,6,3
"2009-065","2009-065-01","2009-065-01-01","2009-065-01-01-01",6/7/2010,1,"560 U.S. 505","130 S. Ct. 2464","177 L. Ed. 2d 23","2010 U.S. LEXIS 4568",2009,1703,"Roberts","08-998","JAN HAMILTON, CHAPTER 13 TRUSTEE v. STEPHANIE KAY LANNING",3/22/2010,,102,,138,,1,,,0,72,,30,,0,11,2,2,1,2,0,0,0,0,80030,8,2,0,4,,3,307,"NA",112,111,1,8,1
"2009-066","2009-066-01","2009-066-01-01","2009-066-01-01-01",6/7/2010,1,"560 U.S. 538","130 S. Ct. 2485","177 L. Ed. 2d 48","2010 U.S. LEXIS 4567",2009,1703,"Roberts","09-337","WANDA KRUPSKI v. COSTA CROCIERE S. P. A.",4/21/2010,,208,,116,,1,,,0,58,,31,,0,2,2,1,1,4,0,1,0,0,90480,9,2,0,4,,4,400,"NA",113,111,1,9,0
"2009-067","2009-067-01","2009-067-01-01","2009-067-01-01-01",6/27/2010,2,,"131 S. Ct. 2860","180 L. Ed. 2d 811","2011 U.S. LEXIS 4799",2009,1703,"Roberts","09-940","UNITED STATES v. JUVENILE MALE",,,27,,175,,1,,,0,88,,29,,0,12,8,2,1,10,0,0,0,0,20170,2,1,0,3,,6,600,"42-16901",,111,1,9,0
"2009-068","2009-068-01","2009-068-01-01","2009-068-01-01-01",6/14/2010,1,"560 U.S. 563","130 S. Ct. 2577","177 L. Ed. 2d 68","2010 U.S. LEXIS 4764",2009,1703,"Roberts","09-60","JOSE ANGEL CARACHURI-ROSENDO v. ERIC H. HOLDER, JR., ATTORNEY GENERAL",3/31/2010,,106,,327,,1,7,,0,25,,25,,0,2,2,1,1,3,0,1,0,0,20110,2,2,0,4,,3,344,"NA",103,111,1,9,0
"2009-069","2009-069-01","2009-069-01-01","2009-069-01-01-01",6/14/2010,1,"560 U.S. 586","130 S. Ct. 2521","177 L. Ed. 2d 91","2010 U.S. LEXIS 4763",2009,1703,"Roberts","08-1322","MICHAEL J. ASTRUE, COMMISSIONER OF SOCIAL SECURITY v. CATHERINE G. RATLIFF",2/22/2010,,406,,111,,1,106,,0,115,,28,,0,2,3,2,1,4,0,1,0,0,60010,6,1,0,4,,3,321,"NA",108,111,1,9,0
"2009-070","2009-070-01","2009-070-01-01","2009-070-01-01-01",6/14/2010,1,"560 U.S. 605","130 S. Ct. 2533","177 L. Ed. 2d 108","2010 U.S. LEXIS 4762",2009,1703,"Roberts","09-367","BRIAN RUSSELL DOLAN v. UNITED STATES",4/20/2010,,137,,27,,1,,,0,93,,30,,0,2,2,2,1,2,0,0,0,0,90320,9,2,0,4,,6,600,"18-3664",110,108,1,5,4
"2009-071","2009-071-01","2009-071-01-01","2009-071-01-01-01",6/14/2010,1,"560 U.S. 631","130 S. Ct. 2549","177 L. Ed. 2d 130","2010 U.S. LEXIS 4946",2009,1703,"Roberts","09-5327","ALBERT HOLLAND v. FLORIDA",3/1/2010,,126,,28,12,1,,,0,58,,31,,0,2,2,1,1,4,0,1,0,0,20330,2,2,0,4,,3,341,"NA",110,111,1,7,2
"2009-072","2009-072-01","2009-072-01-01","2009-072-01-01-01",6/17/2010,1,"560 U.S. 674","130 S. Ct. 2635","177 L. Ed. 2d 162","2010 U.S. LEXIS 4973",2009,1703,"Roberts","08-1457","NEW PROCESS STEEL, L. P. v. NATIONAL LABOR RELATIONS BOARD",3/23/2010,,151,,382,,1,82,,0,27,,27,,0,2,1,1,1,4,0,1,0,0,90120,9,2,0,4,,3,356,"NA",103,111,1,5,4
"2009-073","2009-073-01","2009-073-01-01","2009-073-01-01-01",6/17/2010,1,"560 U.S. 702","130 S. Ct. 2592","177 L. Ed. 2d 184","2010 U.S. LEXIS 4971",2009,1703,"Roberts","08-1151","STOP THE BEACH RENOURISHMENT, INC. v. FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION et al.",12/2/2009,,192,,7,12,1,117,12,0,302,12,300,12,0,12,3,2,1,2,0,0,0,0,40070,4,2,0,2,,2,211,"NA",105,111,1,8,0
"2009-074","2009-074-01","2009-074-01-01","2009-074-01-01-01",6/17/2010,1,"560 U.S. 746","130 S. Ct. 2619","177 L. Ed. 2d 216","2010 U.S. LEXIS 4972",2009,1703,"Roberts","08-1332","CITY OF ONTARIO, CALIFORNIA, et al. v. JEFF QUON et al.",4/19/2010,,3,6,8,6,1,,,0,48,,29,,0,2,6,2,1,4,0,1,0,0,10050,1,1,0,2,,2,205,"NA",106,111,1,9,0
"2009-075","2009-075-01","2009-075-01-01","2009-075-01-01-01",6/17/2010,1,"560 U.S. 770","130 S. Ct. 2652","177 L. Ed. 2d 234","2010 U.S. LEXIS 4974",2009,1703,"Roberts","08-538","WILLIAM G. SCHWAB v. NADEJDA REILLY",11/3/2009,,102,,114,,1,,,0,110,,23,,0,2,2,2,1,4,0,1,0,0,80030,8,1,0,4,,3,307,"NA",108,103,1,6,3
"2009-076","2009-076-01","2009-076-01-01","2009-076-01-01-01",6/17/2010,1,"560 U.S. 817","130 S. Ct. 2683","177 L. Ed. 2d 271","2010 U.S. LEXIS 4975",2009,1703,"Roberts","09-6338","PERCY DILLON v. UNITED STATES",3/30/2010,,137,,27,,1,,,0,111,,23,,0,11,,1,1,2,0,0,0,0,10560,1,1,0,4,,6,600,"18-3582",113,111,1,7,1
"2009-077","2009-077-01","2009-077-01-01","2009-077-01-01-01",6/21/2010,1,"561 U.S. 1","130 S. Ct. 2705","177 L. Ed. 2d 355","2010 U.S. LEXIS 5252",2009,1703,"Roberts","08-1498","ERIC H. HOLDER, JR., ATTORNEY GENERAL, et al. v. HUMANITARIAN LAW PROJECT et al.",2/23/2010,,327,,149,,1,27,,0,48,,29,,0,12,2,2,1,7,0,1,0,0,30060,3,1,0,4,1,6,600,,111,111,1,6,3
"2009-078","2009-078-01","2009-078-01-01","2009-078-01-01-01",6/21/2010,1,"561 U.S. 63","130 S. Ct. 2772","177 L. Ed. 2d 403","2010 U.S. LEXIS 4981",2009,1703,"Roberts","09-497","RENT-A-CENTER, WEST, INC. v. ANTONIO JACKSON",4/26/2010,,151,,145,,1,,,0,90,,29,,1,12,7,2,1,3,0,1,0,0,70010,7,1,0,4,,6,600,"9-1",105,111,1,5,4
"2009-079","2009-079-01","2009-079-01-01","2009-079-01-01-01",6/21/2010,1,"561 U.S. 89","130 S. Ct. 2433","177 L. Ed. 2d 424","2010 U.S. LEXIS 4982",2009,1703,"Roberts","08-1553","KAWASAKI KISEN KAISHA LTD. et al. v. REGAL-BELOIT CORP. et al.",3/24/2010,,234,,195,,1,,,0,48,,29,,0,2,4,2,1,4,0,1,0,0,80070,8,1,0,4,,3,343,"NA",106,111,1,6,3
"2009-080","2009-080-01","2009-080-01-01","2009-080-01-01-01",6/21/2010,1,"561 U.S. 139","130 S. Ct. 2743","177 L. Ed. 2d 461","2010 U.S. LEXIS 4980",2009,1703,"Roberts","09-475","MONSANTO COMPANY, et al. v. GEERTSON SEED FARMS et al.",4/27/2010,,128,,152,,1,4,,0,50,,29,,1,12,2,2,1,4,0,1,0,0,80130,8,1,0,4,,3,354,"NA",112,111,1,7,1
"2009-081","2009-081-01","2009-081-01-01","2009-081-01-01-01",6/24/2010,1,"561 U.S. 186","130 S. Ct. 2811","177 L. Ed. 2d 493","2010 U.S. LEXIS 5256",2009,1703,"Roberts","09-559","JOHN DOE #1, et al. v. SAM REED, WASHINGTON SECRETARY OF STATE, et al.",4/28/2010,,207,,19,56,1,,,0,129,,29,,0,2,3,1,1,2,0,0,0,0,50040,5,1,0,2,,2,200,"NA",111,111,1,8,1
"2009-082","2009-082-01","2009-082-01-01","2009-082-01-01-01",6/24/2010,1,"561 U.S. 247","130 S. Ct. 2869","177 L. Ed. 2d 535","2010 U.S. LEXIS 5257",2009,1703,"Roberts","08-1191","ROBERT MORRISON, et al. v. NATIONAL AUSTRALIA BANK LTD. et al.",3/29/2010,,159,,159,,1,,,0,96,,22,,0,12,2,1,1,2,0,0,0,0,80120,8,1,0,4,7,3,365,"NA",105,111,1,8,0
"2009-083","2009-083-01","2009-083-01-01","2009-083-01-01-01",6/24/2010,1,"561 U.S. 287","130 S. Ct. 2847","177 L. Ed. 2d 567","2010 U.S. LEXIS 5255",2009,1703,"Roberts","08-1214","GRANITE ROCK COMPANY v. INTERNATIONAL BROTHERHOOD OF TEAMSTERS et al.",1/19/2010,,151,,249,,1,,,0,50,,29,,0,12,7,2,1,7,0,1,0,0,70010,7,2,0,4,,3,350,"NA",108,111,1,7,2
"2009-084","2009-084-01","2009-084-01-01","2009-084-01-01-01",6/24/2010,1,"561 U.S. 320","130 S. Ct. 2788","177 L. Ed. 2d 592","2010 U.S. LEXIS 5258",2009,1703,"Roberts","09-158","BILLY JOE MAGWOOD v. TONY PATTERSON, WARDEN, et al.",3/24/2010,,126,,28,1,1,,,0,41,,31,,0,11,3,1,1,4,0,1,0,0,10020,1,2,0,4,,3,341,"NA",108,103,1,5,4
"2009-085","2009-085-01","2009-085-01-01","2009-085-01-01-01",6/24/2010,1,"561 U.S. 358","130 S. Ct. 2896","177 L. Ed. 2d 619","2010 U.S. LEXIS 5259",2009,1703,"Roberts","08-1394","JEFFREY K. SKILLING v. UNITED STATES",3/1/2010,,185,,27,,1,,,0,121,,25,,0,11,2,2,1,5,0,1,0,0,10450,1,2,0,4,1,6,600,"18-37",109,111,1,9,0
"2009-086","2009-086-01","2009-086-01-01","2009-086-01-01-01",6/24/2010,1,"561 U.S. 465","130 S. Ct. 2963","177 L. Ed. 2d 695","2010 U.S. LEXIS 5253",2009,1703,"Roberts","08-876","CONRAD M. BLACK, JOHN A. BOULTBEE, AND MARK S. KIPNIS v. UNITED STATES",12/8/2009,,185,,27,,1,,,0,66,,27,,0,11,2,1,1,5,0,1,0,0,10220,1,2,0,7,,9,900,"NA",109,111,1,9,0
"2009-088","2009-088-01","2009-088-01-01","2009-088-01-01-01",6/28/2010,7,"561 U.S. 477","130 S. Ct. 3138","177 L. Ed. 2d 706","2010 U.S. LEXIS 5524",2009,1703,"Roberts","08-861","FREE ENTERPRISE FUND AND BECKSTEAD AND WATTS, LLP v. PUBLIC COMPANY ACCOUNTING OVERSIGHT BOARD et al.",12/7/2009,,216,,405,,1,,,0,55,,32,,1,12,,1,2,7,0,1,0,0,130015,13,2,0,1,4,1,131,"NA",111,111,1,5,4
"2009-089","2009-089-01","2009-089-01-01","2009-089-01-01-01",6/28/2010,1,"561 U.S. 593","130 S. Ct. 3218","177 L. Ed. 2d 792","2010 U.S. LEXIS 5521",2009,1703,"Roberts","08-964","BERNARD L. BILSKI AND RAND A. WARSAW v. DAVID J. KAPPOS, UNDER SECRETARY OF COMMERCE FOR INTELLECTUAL PROPERTY AND DIRECTOR, PATENT AND TRADEMARK OFFICE",11/9/2009,,172,,316,,1,94,,0,8,,8,,1,12,2,2,1,2,0,0,0,0,80210,8,2,0,4,,6,600,"35-101",106,111,1,9,0
"2009-090","2009-090-01","2009-090-01-01","2009-090-01-01-01",6/28/2010,1,"561 U.S. 661","130 S. Ct. 2971","177 L. Ed. 2d 838","2010 U.S. LEXIS 5367",2009,1703,"Roberts","08-1371","CHRISTIAN LEGAL SOCIETY CHAPTER OF THE UNIVERSITY OF CALIFORNIA, HASTINGS COLLEGE OF THE LAW, AKA HASTINGS CHRISTIAN FELLOWSHIP v. LEO P. MARTINEZ et al.",4/19/2010,,130,,26,6,1,,,0,50,,29,,0,12,2,1,1,2,0,0,0,0,30160,3,1,0,2,,2,202,"NA",109,103,1,5,4
"2009-091","2009-091-01","2009-091-01-01","2009-091-01-01-01",6/28/2010,1,"561 U.S. 742","130 S. Ct. 3020","177 L. Ed. 2d 894","2010 U.S. LEXIS 5523",2009,1703,"Roberts","08-1521","OTIS MCDONALD, et al. v. CITY OF CHICAGO, ILLINOIS, et al.",3/2/2010,,227,,3,17,1,,,0,66,,27,,0,12,2,2,4,4,0,1,1,0,10600,1,1,0,2,,2,239,"NA",112,111,1,5,4
"2009-092","2009-092-01","2009-092-01-01","2009-092-01-01-01",6/29/2010,2,"561 U.S. 945","130 S. Ct. 3259","177 L. Ed. 2d 1025","2010 U.S. LEXIS 5540",2009,1703,"Roberts","09-8854","DEMARCUS ALI SEARS v. STEPHEN UPTON, WARDEN",,,126,,28,13,1,,,0,302,13,300,13,0,12,9,1,1,5,0,1,0,0,10120,1,2,0,2,7,2,214,"NA",,103,1,5,2
"2009-093","2009-093-01","2009-093-01-01","2009-093-01-01-01",1/4/2010,6,"558 U.S. 1103","130 S. Ct. 1047","175 L. Ed. 2d 641","2010 U.S. LEXIS 1",2009,1703,"Roberts","08-1065","POTTAWATTAMIE COUNTY, IOWA, et al., PETITIONERS v. CURTIS W. MCGHEE, JR., et al.",11/4/2009,,5,19,111,,1,,,0,71,,28,,0,12,9,2,1,9,0,0,0,0,90200,9,1,0,3,,4,403,"NA",,111,1,9,0
"2010-001","2010-001-01","2010-001-01-01","2010-001-01-01-01",11/8/2010,2,,"131 S. Ct. 13","178 L. Ed. 2d 276","2010 U.S. LEXIS 8663",2010,1704,"Roberts","10-91","BILL K. WILSON, SUPERINTENDENT, INDIANA STATE PRISON, PETITIONER v. JOSEPH E. CORCORAN",,,28,18,215,,1,,,0,68,,27,,0,12,6,2,1,5,0,1,0,0,10020,1,1,0,4,,3,341,"NA",,111,1,9,0
"2010-002","2010-002-01","2010-002-01-01","2010-002-01-01-01",11/15/2010,1,,"131 S. Ct. 18","178 L. Ed. 2d 348","2010 U.S. LEXIS 9008",2010,1704,"Roberts","09-479","KEVIN ABBOTT, PETITIONER v. UNITED STATES",10/4/2010,,137,,27,,1,,,0,109,,23,,0,2,2,1,1,2,0,0,0,0,10510,1,1,0,4,,3,339,"NA",109,111,1,8,0
