,amicus,argDate,argMonth,argYear,caseName,cutoffs_ALL,cutoffs_BREYER,cutoffs_GINSBURG,cutoffs_KENNEDY,cutoffs_ROBERTS,cutoffs_SCALIA,decDate,majVotes,minVotes,winner,words_BREYER,words_GINSBURG,words_KENNEDY,words_ROBERTS,words_SCALIA,sentiment_BREYER,sentiment_GINSBURG,sentiment_KENNEDY,sentiment_ROBERTS,sentiment_SCALIA,petitioner_dk,respondent_dk,caseOrigin_circuit,caseSource_circuit,source_origin_diff,lcDispositionDirection,lcDisposition,issueArea,certReason,jurisdiction,adminAction,adminActionState,BREYER_pet_wc,BREYER_res_wc,BREYER_pet_qc,BREYER_res_qc,BREYER_pet_cc,BREYER_res_cc,GINSBURG_pet_wc,GINSBURG_res_wc,GINSBURG_pet_qc,GINSBURG_res_qc,GINSBURG_pet_cc,GINSBURG_res_cc,KENNEDY_pet_wc,KENNEDY_res_wc,KENNEDY_pet_qc,KENNEDY_res_qc,KENNEDY_pet_cc,KENNEDY_res_cc,ROBERTS_pet_wc,ROBERTS_res_wc,ROBERTS_pet_qc,ROBERTS_res_qc,ROBERTS_pet_cc,ROBERTS_res_cc,SCALIA_pet_wc,SCALIA_res_wc,SCALIA_pet_qc,SCALIA_res_qc,SCALIA_pet_cc,SCALIA_res_cc
04-8990,0,1/11/2006,1,2006,PAUL GREGORY HOUSE v. RICKY BELL WARDEN,20,0.846153846,0.6,1,-0.333333333,-0.6,6/12/2006,5,3,1,0.730441518,0.461956522,0.380530973,-0.333333333,-0.682105263,0.086368722,-0.098333333,0.235,0.073060492,0.066757995,3.0,5.0,6.0,6.0,1,1.0,2.0,1,12.0,1,0,0,174,1131,3,22,13,78,99,271,2,5,7,20,70,156,2,3,2,8,274,137,4,2,17,9,799,157,7,4,46,12
04-905,1,10/31/2005,10,2005,VOLVO TRUCKS NORTH AMERICA INC. v. REEDER-SIMCO GMC INC.,-47,-0.517241379,-0.2,-0.333333333,0.230769231,0.6,1/10/2006,7,2,1,-0.050092764,0.108490566,-0.651452282,0.232067511,0.547974414,-0.027278955,0.059771825,-0.256026786,0.098656806,-0.108504189,1.0,1.0,8.0,8.0,1,2.0,2.0,8,11.0,1,0,0,850,768,17,4,76,49,189,235,1,2,10,17,199,42,2,2,13,5,275,438,3,2,23,24,109,370,0,8,6,22
04-928,1,12/7/2005,12,2005,OREGON v. RANDY LEE GUZEK,10,0.3,-0.333333333,-0.777777778,0.384615385,0.411764706,2/22/2006,8,0,1,0.118012422,0.146341463,-0.616438356,0.477678571,0.052631579,-0.083192363,0.025297619,-0.021457431,-0.242892316,0.105688776,5.0,3.0,0.0,0.0,1,2.0,5.0,1,13.0,1,0,0,643,811,9,8,34,61,175,235,1,2,14,14,299,74,2,1,27,5,117,354,2,3,6,23,471,520,10,7,26,34
04-944,1,1/11/2006,1,2006,JENIFER ARBAUGH v. Y & H CORPORATION DBA THE MOONLIGHT CAFE,7,1,0.6,-1,-0.6,0.25,2/22/2006,8,0,1,1,0.383753501,-1,-0.466179159,-0.450608931,-0.244464286,0.031753663,-0.135416667,0.258786848,0.083718963,11.0,1.0,5.0,5.0,1,1.0,2.0,2,2.0,1,0,0,0,178,0,4,1,15,220,494,7,7,16,29,112,0,4,0,11,1,401,146,6,5,24,13,541,211,12,2,36,15
04-9728,-1,2/22/2006,2,2006,DONALD CURTIS SAMSON v. CALIFORNIA,-40,-0.8,-0.36,0.25,-0.538461538,-0.705882353,6/19/2006,6,3,0,-0.189765458,-0.167910448,0.174242424,-0.198079232,-0.416378316,-0.062806122,0.058130511,-0.032638889,0.063224206,0.002001335,3.0,5.0,0.0,0.0,1,1.0,2.0,1,10.0,1,0,0,280,190,5,4,22,12,315,225,7,7,32,25,109,167,2,5,11,22,509,340,4,8,43,26,615,266,7,4,60,31
04-980,0,10/11/2005,10,2005,JILL L. BROWN WARDEN v. RONALD L. SANDERS,-15,0.6,-0.142857143,0,0,0,1/11/2006,5,4,1,0.175989086,0.148362235,-0.053908356,0.023474178,0.616806723,-0.115717503,-0.0109236,-0.015079365,-0.364353741,-0.479197192,5.0,3.0,9.0,9.0,1,2.0,4.0,1,12.0,1,0,0,302,517,2,3,13,20,235,298,4,8,15,25,391,351,5,4,26,21,104,111,1,1,9,11,127,492,5,2,9,27
05-1056,1,2/21/2007,2,2007,MICROSOFT CORPORATION v. AT&T CORP.,-3,0.111111111,0.5,-0.857142857,0,0,4/30/2007,7,1,1,0.529274005,-0.459854015,-0.522041763,0,-0.803370787,-0.140252205,-0.0875,-0.456746032,0,-0.229591837,1.0,1.0,2.0,2.0,1,1.0,2.0,8,12.0,1,0,0,300,653,6,6,14,27,300,111,4,3,13,12,328,103,11,2,27,4,0,0,0,0,1,1,321,35,5,0,21,3
05-1074,-1,11/27/2006,11,2006,LILLY M. LEDBETTER v. THE GOODYEAR TIRE & RUBBER COMPANY INC.,-5,1,0.555555556,-0.6,-1,-0.6,5/29/2007,5,4,0,0.597484277,0.242481203,-0.544303797,-0.539285714,-0.561403509,0.041456089,0.04449867,-0.026785714,0.215123457,0.124821429,0.0,1.0,11.0,11.0,1,1.0,1.5,2,2.0,1,1,0,128,508,2,2,5,19,407,661,6,10,17,34,244,72,7,2,9,3,466,129,6,3,22,7,222,50,4,1,11,3
05-1120,0,11/29/2006,11,2006,MASSACHUSETTS et al. v. ENVIRONMENTAL PROTECTION AGENCY et al.,7,0.428571429,0,-0.5,-0.333333333,-0.176470588,4/2/2007,5,4,1,0.90778098,-0.204188482,-0.498127341,-0.682291667,-0.601196411,0.007530698,0.059650974,-0.123260073,-0.050875267,0.130244066,5.0,2.0,12.0,12.0,1,1.0,9.0,9,10.0,1,1,0,48,993,2,13,2,37,230,152,4,1,5,6,200,67,7,0,14,2,646,144,13,6,28,12,808,200,20,8,47,15
05-1126,1,11/27/2006,11,2006,BELL ATLANTIC CORPORATION et al. V.WILLIAM TWOMBLY et al.,-5,-0.444444444,-1,0,0.714285714,0.5,5/21/2007,7,2,1,-0.048573631,0.16509434,-0.177489177,0.64,-0.078726968,-0.077609141,0.147905844,0.088392857,0.194834869,0.003451421,1.0,14.0,2.0,2.0,1,2.0,1.5,8,11.0,1,0,0,711,617,15,5,47,32,177,247,1,3,9,9,136,95,3,2,8,10,99,451,1,11,5,22,322,408,7,6,19,18
05-11284,0,1/17/2007,1,2007,JALIL ABDUL-KABIR FKA TED CALVIN COLE v. NATHANIEL QUARTERMAN DIRECTOR TEXAS DEPARTMENT OF CRIMINAL JUSTICE CORRECTIONAL INSTITUTIONS DIVISION,-5,1,0.777777778,0.333333333,-1,-1,4/25/2007,5,4,1,1,0.761336516,0.871428571,-0.363636364,-0.830687831,0.145535714,0.039607372,-0.21038961,-0.021138953,-0.069325397,3.0,5.0,5.0,5.0,1,1.0,9.0,1,12.0,1,0,0,0,278,0,10,1,23,100,738,1,6,4,34,18,262,1,5,1,15,574,266,8,7,31,10,173,16,4,0,12,1
05-11304,-1,1/17/2007,1,2007,LAROYCE LATHAIR SMITH v. TEXAS,5,0.6,1,1,-1,-1,4/25/2007,5,4,1,0.33106961,0.47826087,0,-0.794612795,-0.349794239,-0.011148121,0.055982143,3.25E-05,0.044363839,0.160014098,3.0,5.0,0.0,0.0,1,1.0,2.0,1,12.0,1,0,0,405,919,4,11,22,43,114,332,0,1,4,14,115,115,4,5,5,7,533,177,7,0,21,6,665,316,7,2,39,9
05-1157,1,3/27/2007,3,2007,CREDIT SUISSE SECURITIES (USA) LLC FKA CREDIT SUISSE FIRST BOSTON LLC et al. v. GLEN BILLING et al.,-6,0.25,-0.714285714,0,0.5,0.090909091,6/18/2007,7,1,1,0.251370399,-0.768,0,0.560067682,0.209183673,0.00181396,-0.166666667,0,0.062091837,-0.047710736,1.0,0.0,2.0,2.0,1,2.0,1.5,8,12.0,1,0,0,478,799,5,11,26,38,221,29,7,0,11,2,0,0,0,0,1,1,130,461,1,8,8,20,310,474,4,12,18,36
05-1240,0,11/6/2006,11,2006,ANDRE WALLACE v. KRISTEN KATO et al.,-16,-0.5,0.333333333,-0.090909091,-0.333333333,-0.5,2/20/2007,7,2,0,-0.004748338,0.197324415,0.400684932,-0.231121281,-0.808695652,0.046590774,0.01017316,0.062352293,0.058878621,-0.270178571,0.0,4.0,7.0,7.0,1,1.0,2.0,2,12.0,1,0,0,533,524,6,4,30,27,120,179,2,5,7,6,175,409,6,8,14,24,284,168,2,0,16,10,312,33,6,2,19,3
05-1256,0,10/31/2006,10,2006,PHILIP MORRIS USA v. MAYOLA WILLIAMS PERSONAL REPRESENTATIVE OF THE ESTATE OF JESSE D. WILLIAMS DECEASED,-4,0,-0.5,0,-0.333333333,0.75,2/20/2007,5,4,1,0.185344828,-0.856801909,-0.286956522,0.543103448,0.058419244,0.306807627,-0.08275463,-0.115277778,-0.078509852,0.029916438,1.0,0.0,0.0,0.0,1,2.0,2.0,8,11.0,1,0,0,378,550,2,3,14,24,389,30,7,1,19,2,74,41,1,1,4,3,159,537,2,7,9,18,274,313,0,11,18,22
05-1272,0,12/5/2006,12,2006,ROCKWELL INTERNATIONAL CORP. et al. v. UNITED STATES et al.,-6,0,-1,0,-0.333333333,-0.666666667,3/27/2007,6,2,1,0,-1,-1,-0.160902256,-0.041420118,0,0.08912037,0.07202381,0.051834665,0.122472373,0.0,2.0,10.0,10.0,1,2.0,2.0,8,12.0,1,0,0,0,0,0,0,1,1,147,40,2,1,5,1,117,0,1,0,6,1,386,465,5,8,17,23,440,906,8,23,27,52
05-128,0,3/21/2006,3,2006,HOWARD DELIVERY SERVICE INC. et al. v. ZURICH AMERICAN INSURANCE CO.,7,-0.4,-0.2,0,0.666666667,0.428571429,6/15/2006,6,3,1,-0.376623377,0.257261411,-0.466666667,0.409356725,0.262798635,-0.203344298,0.020833333,0.030194805,-0.183712121,-0.060200855,1.0,1.0,4.0,4.0,1,1.0,1.5,8,2.0,1,0,0,424,192,6,3,23,10,184,306,4,4,13,22,165,60,7,1,12,6,105,241,2,3,8,14,324,557,6,13,21,42
05-1284,1,4/25/2007,4,2007,LISA WATSON et al. v. PHILIP MORRIS COMPANIES INC. et al.,-5,1,1,0,-1,-0.333333333,6/11/2007,9,0,1,1,0.5625,0.086419753,-0.545582048,-0.344070278,-0.074181097,-0.161133977,0,0.233148629,-0.022125668,14.0,1.0,8.0,8.0,1,1.0,2.0,9,12.0,1,0,0,0,480,0,5,1,19,154,550,4,4,9,26,37,44,2,2,2,2,551,162,9,0,28,8,459,224,15,4,34,16
05-130,-1,3/29/2006,3,2006,EBAY INC. et al. v. MERCEXCHANGE L. L. C.,6,0.75,1,-0.5,0,-0.666666667,5/15/2006,9,0,1,0.530909091,-0.768518519,-0.874439462,0.148788927,-0.461121157,-0.111909864,0.200661376,-0.054574592,-0.075292832,0.112579365,1.0,0.0,4.0,13.0,0,1.0,4.0,8,11.0,1,0,0,129,422,1,3,6,18,191,25,2,1,7,1,209,14,2,2,14,2,369,498,6,8,17,32,404,149,6,1,21,10
05-1342,-1,11/29/2006,11,2006,LINDA A. WATTERS COMMISSIONER MICHIGAN OFFICE OF INSURANCE AND FINANCIAL SERVICES v. WACHOVIA BANK N. A. et al.,15,0.5,-1,0,0.666666667,-0.25,4/17/2007,5,3,0,-0.402857143,-0.914132379,-0.852398524,0.073643411,-0.187989556,-0.049382086,0.103373016,-1.046626984,0.062457483,0.035577694,0.0,1.0,6.0,6.0,1,2.0,2.0,10,12.0,1,1,0,491,209,13,4,29,13,535,24,11,1,18,1,251,20,4,1,11,1,478,554,8,13,22,31,507,311,11,5,33,14
05-1345,-1,1/8/2007,1,2007,UNITED HAULERS ASSOCIATION INC. et al. v. ONEIDA-HERKIMER SOLID WASTE MANAGEMENT AUTHORITY et al.,3,-1,-1,0.25,0.5,0.285714286,4/30/2007,6,3,0,-1,-0.697247706,0.228621291,0.170807453,0.162367223,0.079471362,-0.001820728,-0.061580087,0.05671762,-0.078930445,1.0,4.0,2.0,2.0,1,2.0,2.0,8,2.0,1,0,0,919,0,3,0,44,1,185,33,2,1,8,1,229,357,4,6,16,30,267,377,1,6,11,19,276,383,4,12,19,27
05-1429,0,1/16/2007,1,2007,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA v. PACIFIC GAS AND ELECTRIC COMPANY,6,0.454545455,0.2,-0.4,1,0,3/20/2007,9,0,1,0.393700787,0.097791798,-0.28342246,0.53722334,1,0.139552463,-0.019047619,0.151527778,-0.086666667,0,1.0,1.0,9.0,9.0,1,1.0,2.0,6,2.0,1,0,0,332,708,1,17,17,46,143,174,2,3,11,9,369,201,7,4,25,12,115,382,2,5,5,21,0,6,0,1,1,1
05-1448,1,4/24/2007,4,2007,JEFFREY H. BECK LIQUIDATING TRUSTEE OF THE ESTATES OF CROWN VANTAGE INC. AND CROWN PAPER COMPANY v. PACE INTERNATIONAL UNION et al.,-3,-1,0,0,0.2,0,6/11/2007,9,0,1,0.950790861,-0.518151815,-0.471794872,0.392857143,0.71009772,-0.214568452,0.345833333,0.168888889,0.093553922,-0.255114603,0.0,12.0,9.0,9.0,1,2.0,2.0,8,12.0,1,1,0,132,555,4,7,10,26,230,110,0,3,6,7,574,206,9,6,28,11,204,468,1,11,9,25,128,525,2,3,8,18
05-1508,-1,1/10/2007,1,2007,ZUNI PUBLIC SCHOOL DISTRICT NO. 89 et al. v. DEPARTMENT OF EDUCATION et al.,18,0,-1,0,0.875,0,4/17/2007,5,4,0,-0.577928364,-0.578947368,-1,0.698827773,0.138539043,-0.02767154,-0.026433983,0.045833333,0.068049769,-0.042999581,4.0,2.0,10.0,10.0,1,2.0,2.0,9,13.0,1,1,0,860,218,16,11,53,18,315,84,4,3,13,5,49,0,3,0,3,1,167,950,3,16,6,55,342,471,6,8,17,28
05-1541,0,2/26/2007,2,2007,EC TERM OF YEARS TRUST v. UNITED STATES,0,-1,-1,1,1,0.666666667,4/30/2007,9,0,0,-0.541958042,-1,-0.217391304,-0.239766082,0.002257336,-0.02870572,0.086706349,0.066978022,-0.018702652,-0.011607143,8.0,2.0,5.0,5.0,1,2.0,2.0,12,2.0,1,1,0,441,131,7,1,22,8,387,0,1,0,17,1,252,162,5,2,13,13,212,130,0,2,6,9,221,222,4,5,10,12
05-1575,0,1/9/2007,1,2007,DORA B. SCHRIRO DIRECTOR ARIZONA DEPARTMENT OF CORRECTIONS v. JEFFREY TIMOTHY LANDRIGAN AKA BILLY PATRICK WAYNE HILL,-3,-1,1,-0.2,0.555555556,0.333333333,5/14/2007,5,4,1,-0.125,-0.027777778,-0.425742574,0.567944251,-0.166477916,0.065798362,0.475,0.148990683,0.10661521,-0.095826217,0.0,3.0,9.0,9.0,1,2.0,1.5,1,12.0,1,0,0,306,448,6,6,12,21,74,70,3,1,4,6,360,145,5,2,14,8,181,450,3,10,10,27,551,386,9,8,29,29
05-1589,1,1/10/2007,1,2007,GARY DAVENPORT et al. v. WASHINGTON EDUCATION ASSOCIATION,18,-0.25,0.333333333,0.333333333,0.25,0.142857143,6/14/2007,9,0,1,-0.212464589,0.305555556,0.053364269,0.12605042,-0.042735043,0.000174175,0.074375,-0.142261905,-0.261607143,-0.049393241,11.0,5.0,0.0,0.0,1,2.0,2.0,7,12.0,1,0,0,428,278,2,2,12,11,123,188,1,3,4,8,204,227,6,4,13,10,156,201,4,3,8,10,366,336,9,3,14,15
05-1629,0,12/5/2006,12,2006,ALBERTO R. GONZALES ATTORNEY GENERAL v. LUIS ALEXANDER DUENAS-ALVAREZ,2,1,-0.6,-1,0.333333333,0,1/17/2007,9,0,1,1,-0.520467836,-1,0.490125673,0.115288221,-0.014737274,-0.067857143,0.058333333,0.006018519,-0.030826216,2.0,9.0,9.0,9.0,1,2.0,5.0,2,11.0,1,1,0,0,724,0,15,1,39,260,82,12,1,19,2,75,0,3,0,3,1,142,441,0,13,7,26,362,455,9,11,19,28
05-1631,1,2/26/2007,2,2007,TIMOTHY SCOTT v. VICTOR HARRIS,6,0.555555556,-0.5,0.090909091,0.333333333,0.5,4/30/2007,8,1,1,0.258943782,-0.421052632,0.105354059,0.196153846,0.285140562,-0.011668715,-0.078174603,0.05842366,0.17654648,0.052220497,11.0,0.0,11.0,11.0,1,2.0,2.0,1,12.0,1,0,0,435,739,9,12,18,40,270,117,3,2,9,7,259,320,6,9,13,20,209,311,9,4,12,17,267,480,6,10,17,29
05-18,1,4/19/2006,4,2006,ARLINGTON CENTRAL SCHOOL DISTRICT BOARD OF EDUCATION v. PEARL MURPHY ET VIR,2,-0.5,0.6,0.142857143,0.714285714,0.833333333,6/26/2006,6,3,1,-0.686708861,0.217158177,-0.032679739,0.645360825,0.329910141,-0.101050136,0.272276786,-0.060367605,0.013883929,0.021527778,4.0,0.0,2.0,2.0,1,2.0,2.0,6,2.0,1,0,0,656,99,10,3,40,5,146,227,4,4,8,17,182,148,2,1,9,11,89,399,2,5,8,23,272,527,5,11,20,33
05-184,0,3/28/2006,3,2006,SALIM AHMED HAMDAN v. DONALD H. RUMSFELD SECRETARY OF DEFENSE et al.,22,0.6,0.5,-0.529411765,0,0,6/29/2006,5,3,1,0.888149134,0.579937304,-0.307359307,0,-0.363874346,-0.087961084,-0.060904762,-0.009844322,0,-0.043407634,9.0,2.0,12.0,12.0,1,1.0,1.5,1,10.0,1,0,0,42,768,2,8,4,37,67,252,2,4,5,16,453,240,14,3,28,16,0,0,0,0,1,1,521,243,11,0,38,18
05-200,1,4/25/2006,4,2006,EMPIRE HEALTHCHOICE ASSURANCE INC. DBA EMPIRE BLUE CROSS BLUE SHIELD v. DENISE F. MCVEIGH AS ADMINISTRATRIX OF THE ESTATE OF JOSEPH E. MCVEIGH,-16,-0.166666667,-1,1,-0.666666667,-0.882352941,6/15/2006,5,4,0,0.417075564,-0.805343511,0.076923077,-0.715727502,-0.455797933,-0.001570744,0.207343847,-0.346875,0.176919604,-0.08002681,1.0,11.0,2.0,2.0,1,1.0,2.0,9,2.0,1,0,0,297,725,4,12,25,48,473,51,4,2,24,3,42,49,1,0,3,4,1021,169,15,2,51,11,639,237,10,2,48,10
05-204,0,3/1/2006,3,2006,LEAGUE OF UNITED LATIN AMERICAN CITIZENS et al. v. RICK PERRY GOVERNOR OF TEXAS et al.,-21,-0.111111111,-1,-0.375,-0.44,-0.666666667,6/28/2006,5,4,1,0.356424581,-1,-0.252765957,-0.56515775,-0.77218543,-0.102254634,0.115,-0.053531371,0.276732846,-0.048267333,0.0,0.0,5.0,5.0,1,1.5,-1,2,-1,2,0,0,288,607,3,7,21,32,148,0,2,0,9,1,745,445,7,7,35,25,1147,321,26,13,60,25,691,142,10,2,45,12
05-259,-1,4/17/2006,4,2006,BURLINGTON NORTHERN & SANTA FE RAILWAY COMPANY v. SHEILA WHITE,14,0.5,-0.333333333,0,1,0.647058824,6/22/2006,9,0,0,0.07456979,-0.411764706,-1,0.806569343,0.268292683,0.012225168,0.107726954,0,0.017904762,0.009080347,1.0,11.0,6.0,6.0,1,2.0,2.0,2,2.0,1,0,0,422,281,5,3,23,15,532,220,3,4,40,12,47,0,1,0,6,1,53,495,0,11,3,26,365,624,5,14,30,45
05-260,-1,3/28/2006,3,2006,JOEL SEREBOFF ET UX. v. MID ATLANTIC MEDICAL SERVICES INC.,-13,-0.75,-1,0,0.5,0.142857143,5/15/2006,9,0,0,0.014354067,-0.348837209,0.056179775,0.366795367,-0.196467991,0.126837798,0.150243506,0.3125,-0.049487379,0.141305916,0.0,1.0,4.0,4.0,1,1.0,2.0,8,2.0,1,0,0,309,339,9,2,35,14,290,140,5,1,17,6,88,94,1,5,6,7,246,531,3,10,10,30,271,193,3,3,16,16
05-352,0,4/18/2006,4,2006,UNITED STATES v. CUAUHTEMOC GONZALEZ-LOPEZ,-1,0,-1,0.285714286,0.818181818,-0.230769231,6/26/2006,5,4,0,0,-0.140703518,0.077199282,0.485933504,-0.521252796,0,-0.069440523,-0.339279337,-0.054175207,0.153822532,2.0,3.0,8.0,8.0,1,2.0,5.0,1,12.0,1,0,0,0,0,0,0,1,1,231,171,4,6,14,11,257,318,5,2,13,17,201,601,3,11,11,45,680,214,4,4,36,14
05-380,0,11/8/2006,11,2006,ALBERTO R. GONZALES ATTORNEY GENERAL v. LEROY CARHART et al.,-8,-0.2,-1,1,1,0,4/18/2007,5,4,1,-0.34760274,-0.347126437,0.396226415,0.755033557,-1,-0.120861678,-0.053835979,0.109703144,0.090949821,-0.046666667,2.0,0.0,8.0,8.0,1,2.0,2.0,5,12.0,1,0,0,787,381,6,2,33,15,293,142,2,4,10,6,208,481,6,4,10,18,73,523,1,13,3,26,52,0,2,0,3,1
05-381,1,11/28/2006,11,2006,WEYERHAEUSER COMPANY V.ROSS-SIMMONS HARDWOOD LUMBER COMPANY INC.,3,1,1,-1,-0.5,0.2,2/20/2007,9,0,1,1,-0.011583012,-1,-0.156521739,-0.73559322,0.002518403,-0.176666667,0.092361111,-0.002152256,0.015902725,1.0,1.0,9.0,9.0,1,2.0,2.0,8,11.0,1,0,0,0,988,0,12,1,55,131,128,4,7,7,7,194,0,3,0,9,1,266,194,4,3,9,8,256,43,2,2,9,5
05-409,0,4/24/2006,4,2006,CARL KIRCHER et al. v. PUTNAM FUNDS TRUST et al.,10,0.166666667,0.714285714,1,0.6,-1,6/15/2006,9,0,1,-0.147121535,0.512898331,0.296969697,0.585964912,-1,-0.02485119,-0.142585979,-0.362202381,0.028069196,0.091104497,0.0,1.0,7.0,7.0,1,2.0,4.0,9,2.0,1,0,0,538,400,4,3,28,33,321,999,3,8,16,55,63,112,3,3,4,4,119,452,1,8,5,29,351,0,6,0,18,1
05-416,1,3/22/2006,3,2006,JEANNE S. WOODFORD et al. v. VIET MIKE NGO,-11,0.25,-1,0.5,-0.6,0.5,6/22/2006,6,3,1,-0.098591549,-0.595959596,0.506666667,-0.015873016,0.945736434,0.045539966,0.132592593,0.399603175,-0.175925926,0.064649471,5.0,3.0,9.0,9.0,1,2.0,1.5,9,2.0,1,0,0,468,384,5,3,30,30,395,102,8,0,30,7,74,226,3,1,5,22,162,228,1,3,14,7,14,502,0,4,4,34
05-465,-1,4/26/2006,4,2006,MOHAWK INDUSTRIES INC. v. SHIRLEY WILLIAMS et al.,12,0.666666667,-1,1,0.75,0.571428571,6/5/2006,9,0,1,0.413533835,-0.593548387,1,0.397435897,0.008917197,-0.059909188,0.143611111,0.045833333,-0.250384025,-0.072696208,11.0,1.0,11.0,11.0,1,1.0,2.0,9,12.0,1,0,0,156,378,3,2,11,15,247,63,1,0,22,3,3,89,0,0,1,9,141,327,1,4,8,20,395,396,4,5,24,30
05-493,0,10/3/2006,10,2006,ROBERT L. AYERS JR. ACTING WARDEN v. FERNANDO BELMONTES,3,1,-0.166666667,0.166666667,0.666666667,-0.6,10/13/2006,5,4,1,1,-0.052419355,-0.254752852,0.426124197,0.138554217,-0.070378151,-0.01828373,-0.160520833,0.117797877,0.078926282,5.0,3.0,9.0,9.0,1,2.0,4.0,1,12.0,1,0,0,0,268,0,3,1,22,261,235,11,5,19,13,165,108,5,2,10,11,134,340,4,5,7,22,143,191,3,2,11,11
05-502,1,4/24/2006,4,2006,BRIGHAM CITY UTAH v. CHARLES W. STUART et al.,-2,1,-0.333333333,-0.333333333,-0.142857143,-0.230769231,5/22/2006,8,0,1,1,0.210714286,-0.144444444,-0.597173145,-0.039832285,-0.018221966,0.001015406,-0.11875,-0.032420635,-0.094126984,4.0,3.0,0.0,0.0,1,2.0,2.0,1,9.0,1,0,0,0,618,0,14,1,34,221,339,6,4,15,16,103,77,6,0,13,6,452,114,7,3,24,8,505,458,13,10,37,36
05-5224,-1,3/20/2006,3,2006,ADRIAN MARTELL DAVIS v. WASHINGTON,2,-1,0,0.777777778,-0.25,0.185185185,6/19/2006,9,0,0,-0.698630137,-0.819397993,0.666666667,-0.012173913,0.296863603,-0.035144928,0.022291667,-0.186805556,-0.041055485,-0.059722124,3.0,5.0,0.0,0.0,1,1.0,2.0,1,12.0,1,0,0,434,77,6,2,32,3,276,27,3,1,21,1,39,195,2,5,2,10,291,284,2,5,17,24,482,889,7,13,29,56
05-547,1,10/3/2006,10,2006,JOSE ANTONIO LOPEZ v. ALBERTO R. GONZALES ATTORNEY GENERAL,21,0.085714286,0.25,-0.333333333,-0.666666667,0.459459459,12/5/2006,8,1,1,0.275119617,0.309392265,-0.794285714,-0.709497207,0.348525469,-0.172856365,0.364987245,0.375,0.057936508,0.030467631,9.0,2.0,8.0,8.0,1,1.0,2.0,2,2.0,1,1,0,309,533,4,7,27,51,129,239,4,2,11,12,158,18,5,1,13,4,306,52,5,0,21,3,245,512,6,16,17,53
05-593,0,10/30/2006,10,2006,PAT OSBORN v. BARRY HALEY et al.,12,0,0,0,1,1,1/22/2007,7,2,0,0.138132296,-0.295055821,0.267759563,0.010169492,-0.135802469,-0.115119048,-0.064015152,0.215816327,-0.025378401,0.027161654,11.0,11.0,6.0,6.0,1,2.0,5.0,9,2.0,1,0,0,443,703,8,7,25,31,406,221,8,5,20,11,134,232,0,3,5,10,438,447,4,3,17,27,322,245,5,8,12,18
05-595,-1,11/1/2006,11,2006,GLEN WHORTON DIRECTOR NEVADA DEPARTMENT OF CORRECTIONS v. MARVIN HOWARD BOCKTING,-3,1,0,-0.2,0.333333333,-0.333333333,2/28/2007,9,0,1,1,-0.056338028,0.457249071,0.031578947,0.027027027,0.004861111,-0.171045066,-0.098143939,-0.110726584,-0.017893218,0.0,3.0,9.0,9.0,1,2.0,1.5,1,2.0,1,0,0,0,67,0,4,1,4,150,134,3,4,9,9,73,200,4,1,9,15,184,196,2,2,10,10,224,228,2,2,16,8
05-5966,-1,4/19/2006,4,2006,ERIC MICHAEL CLARK v. ARIZONA,-13,-0.12,0,-0.176470588,-0.666666667,0.333333333,6/29/2006,5,4,0,-0.412345679,0.138392857,0.088098918,-0.109090909,-0.435897436,0.153615412,-0.106566718,-0.188848684,0.018006993,0,3.0,5.0,0.0,0.0,1,1.0,2.0,4,11.0,1,0,0,867,357,13,5,63,22,195,255,7,3,16,19,296,352,9,7,23,18,245,196,2,3,19,9,56,22,1,1,9,2
05-5992,0,4/18/2006,4,2006,JACOB ZEDNER v. UNITED STATES,2,-0.142857143,0.5,0.6,0.5,-0.25,6/5/2006,9,0,1,-0.338709677,0.288311688,0.043165468,0.456790123,0.536585366,-0.054596073,0.033133117,0.122358323,0.07734375,0.177303732,3.0,2.0,2.0,2.0,1,1.0,2.0,1,2.0,1,0,0,697,328,11,1,36,18,137,250,3,6,8,11,266,290,7,7,17,18,110,300,2,4,6,21,184,567,5,7,15,28
05-608,1,10/4/2006,10,2006,MEDIMMUNE INC. v. GENENTECH INC. et al.,18,0.875,0.25,0.8,-0.294117647,-0.875,1/9/2007,8,1,1,0.528735632,0.10252996,0.41509434,-0.538310413,-0.771058315,0.07468254,-0.046746032,-0.040416667,-0.034250137,-0.202321429,0.0,0.0,9.0,9.0,1,2.0,2.0,9,12.0,1,0,0,205,674,2,9,9,49,337,418,7,7,17,26,93,225,0,1,4,13,787,241,17,8,58,25,415,64,14,1,38,6
05-6551,0,10/11/2006,10,2006,JOHN CUNNINGHAM V.CALIFORNIA,-6,-0.555555556,0,-1,-1,1,1/22/2007,6,3,1,-0.317160827,-0.623188406,0.289124668,-0.875776398,0.687719298,0.079183025,-0.341666667,0.149867725,0.063686661,-0.078886369,3.0,5.0,0.0,0.0,1,1.0,9.0,1,12.0,1,0,0,739,571,14,2,41,19,112,26,3,0,6,2,134,243,1,2,7,17,755,50,7,2,28,3,209,971,6,7,13,42
